Hz Re(h+) Im(h+) Re(hx) Im(hx) h+ hx
841.5 0.0 0.0 0.0 0.0 0j 0j
841.75 0.0 0.0 0.0 0.0 0j 0j
842.0 0.0 0.0 0.0 0.0 0j 0j
842.25 0.0 0.0 0.0 0.0 0j 0j
842.5 0.0 0.0 0.0 0.0 0j 0j
842.75 0.0 0.0 0.0 0.0 0j 0j
843.0 0.0 0.0 0.0 0.0 0j 0j
843.25 0.0 0.0 0.0 0.0 0j 0j
843.5 0.0 0.0 0.0 0.0 0j 0j
843.75 0.0 0.0 0.0 0.0 0j 0j
844.0 0.0 0.0 0.0 0.0 0j 0j
844.25 0.0 0.0 0.0 0.0 0j 0j
844.5 0.0 0.0 0.0 0.0 0j 0j
844.75 0.0 0.0 0.0 0.0 0j 0j
845.0 0.0 0.0 0.0 0.0 0j 0j
845.25 0.0 0.0 0.0 0.0 0j 0j
845.5 0.0 0.0 0.0 0.0 0j 0j
845.75 0.0 0.0 0.0 0.0 0j 0j
846.0 0.0 0.0 0.0 0.0 0j 0j
846.25 0.0 0.0 0.0 0.0 0j 0j
846.5 0.0 0.0 0.0 0.0 0j 0j
846.75 0.0 0.0 0.0 0.0 0j 0j
847.0 0.0 0.0 0.0 0.0 0j 0j
847.25 0.0 0.0 0.0 0.0 0j 0j
847.5 0.0 0.0 0.0 0.0 0j 0j
847.75 0.0 0.0 0.0 0.0 0j 0j
848.0 0.0 0.0 0.0 0.0 0j 0j
848.25 0.0 0.0 0.0 0.0 0j 0j
848.5 0.0 0.0 0.0 0.0 0j 0j
848.75 0.0 0.0 0.0 0.0 0j 0j
849.0 0.0 0.0 0.0 0.0 0j 0j
849.25 0.0 0.0 0.0 0.0 0j 0j
849.5 0.0 0.0 0.0 0.0 0j 0j
849.75 0.0 0.0 0.0 0.0 0j 0j
850.0 0.0 0.0 0.0 0.0 0j 0j
850.25 0.0 0.0 0.0 0.0 0j 0j
850.5 0.0 0.0 0.0 0.0 0j 0j
850.75 0.0 0.0 0.0 0.0 0j 0j
851.0 0.0 0.0 0.0 0.0 0j 0j
851.25 0.0 0.0 0.0 0.0 0j 0j
851.5 0.0 0.0 0.0 0.0 0j 0j
851.75 0.0 0.0 0.0 0.0 0j 0j
852.0 0.0 0.0 0.0 0.0 0j 0j
852.25 0.0 0.0 0.0 0.0 0j 0j
852.5 0.0 0.0 0.0 0.0 0j 0j
852.75 0.0 0.0 0.0 0.0 0j 0j
853.0 0.0 0.0 0.0 0.0 0j 0j
853.25 0.0 0.0 0.0 0.0 0j 0j
853.5 0.0 0.0 0.0 0.0 0j 0j
853.75 0.0 0.0 0.0 0.0 0j 0j
854.0 0.0 0.0 0.0 0.0 0j 0j
854.25 0.0 0.0 0.0 0.0 0j 0j
854.5 0.0 0.0 0.0 0.0 0j 0j
854.75 0.0 0.0 0.0 0.0 0j 0j
855.0 0.0 0.0 0.0 0.0 0j 0j
855.25 0.0 0.0 0.0 0.0 0j 0j
855.5 0.0 0.0 0.0 0.0 0j 0j
855.75 0.0 0.0 0.0 0.0 0j 0j
856.0 0.0 0.0 0.0 0.0 0j 0j
856.25 0.0 0.0 0.0 0.0 0j 0j
856.5 0.0 0.0 0.0 0.0 0j 0j
856.75 0.0 0.0 0.0 0.0 0j 0j
857.0 0.0 0.0 0.0 0.0 0j 0j
857.25 0.0 0.0 0.0 0.0 0j 0j
857.5 0.0 0.0 0.0 0.0 0j 0j
857.75 0.0 0.0 0.0 0.0 0j 0j
858.0 0.0 0.0 0.0 0.0 0j 0j
858.25 0.0 0.0 0.0 0.0 0j 0j
858.5 0.0 0.0 0.0 0.0 0j 0j
858.75 0.0 0.0 0.0 0.0 0j 0j
859.0 0.0 0.0 0.0 0.0 0j 0j
859.25 0.0 0.0 0.0 0.0 0j 0j
859.5 0.0 0.0 0.0 0.0 0j 0j
859.75 0.0 0.0 0.0 0.0 0j 0j
860.0 0.0 0.0 0.0 0.0 0j 0j
860.25 0.0 0.0 0.0 0.0 0j 0j
860.5 0.0 0.0 0.0 0.0 0j 0j
860.75 0.0 0.0 0.0 0.0 0j 0j
861.0 0.0 0.0 0.0 0.0 0j 0j
861.25 0.0 0.0 0.0 0.0 0j 0j
861.5 0.0 0.0 0.0 0.0 0j 0j
861.75 0.0 0.0 0.0 0.0 0j 0j
862.0 0.0 0.0 0.0 0.0 0j 0j
862.25 0.0 0.0 0.0 0.0 0j 0j
862.5 0.0 0.0 0.0 0.0 0j 0j
862.75 0.0 0.0 0.0 0.0 0j 0j
863.0 0.0 0.0 0.0 0.0 0j 0j
863.25 0.0 0.0 0.0 0.0 0j 0j
863.5 0.0 0.0 0.0 0.0 0j 0j
863.75 0.0 0.0 0.0 0.0 0j 0j
864.0 0.0 0.0 0.0 0.0 0j 0j
864.25 0.0 0.0 0.0 0.0 0j 0j
864.5 0.0 0.0 0.0 0.0 0j 0j
864.75 0.0 0.0 0.0 0.0 0j 0j
865.0 0.0 0.0 0.0 0.0 0j 0j
865.25 0.0 0.0 0.0 0.0 0j 0j
865.5 0.0 0.0 0.0 0.0 0j 0j
865.75 0.0 0.0 0.0 0.0 0j 0j
866.0 0.0 0.0 0.0 0.0 0j 0j
866.25 0.0 0.0 0.0 0.0 0j 0j
866.5 0.0 0.0 0.0 0.0 0j 0j
866.75 0.0 0.0 0.0 0.0 0j 0j
867.0 0.0 0.0 0.0 0.0 0j 0j
867.25 0.0 0.0 0.0 0.0 0j 0j
867.5 0.0 0.0 0.0 0.0 0j 0j
867.75 0.0 0.0 0.0 0.0 0j 0j
868.0 0.0 0.0 0.0 0.0 0j 0j
868.25 0.0 0.0 0.0 0.0 0j 0j
868.5 0.0 0.0 0.0 0.0 0j 0j
868.75 0.0 0.0 0.0 0.0 0j 0j
869.0 0.0 0.0 0.0 0.0 0j 0j
869.25 0.0 0.0 0.0 0.0 0j 0j
869.5 0.0 0.0 0.0 0.0 0j 0j
869.75 0.0 0.0 0.0 0.0 0j 0j
870.0 0.0 0.0 0.0 0.0 0j 0j
870.25 0.0 0.0 0.0 0.0 0j 0j
870.5 0.0 0.0 0.0 0.0 0j 0j
870.75 0.0 0.0 0.0 0.0 0j 0j
871.0 0.0 0.0 0.0 0.0 0j 0j
871.25 0.0 0.0 0.0 0.0 0j 0j
871.5 0.0 0.0 0.0 0.0 0j 0j
871.75 0.0 0.0 0.0 0.0 0j 0j
872.0 0.0 0.0 0.0 0.0 0j 0j
872.25 0.0 0.0 0.0 0.0 0j 0j
872.5 0.0 0.0 0.0 0.0 0j 0j
872.75 0.0 0.0 0.0 0.0 0j 0j
873.0 0.0 0.0 0.0 0.0 0j 0j
873.25 0.0 0.0 0.0 0.0 0j 0j
873.5 0.0 0.0 0.0 0.0 0j 0j
873.75 0.0 0.0 0.0 0.0 0j 0j
874.0 0.0 0.0 0.0 0.0 0j 0j
874.25 0.0 0.0 0.0 0.0 0j 0j
874.5 0.0 0.0 0.0 0.0 0j 0j
874.75 0.0 0.0 0.0 0.0 0j 0j
875.0 0.0 0.0 0.0 0.0 0j 0j
875.25 0.0 0.0 0.0 0.0 0j 0j
875.5 0.0 0.0 0.0 0.0 0j 0j
875.75 0.0 0.0 0.0 0.0 0j 0j
876.0 0.0 0.0 0.0 0.0 0j 0j
876.25 0.0 0.0 0.0 0.0 0j 0j
876.5 0.0 0.0 0.0 0.0 0j 0j
876.75 0.0 0.0 0.0 0.0 0j 0j
877.0 0.0 0.0 0.0 0.0 0j 0j
877.25 0.0 0.0 0.0 0.0 0j 0j
877.5 0.0 0.0 0.0 0.0 0j 0j
877.75 0.0 0.0 0.0 0.0 0j 0j
878.0 0.0 0.0 0.0 0.0 0j 0j
878.25 0.0 0.0 0.0 0.0 0j 0j
878.5 0.0 0.0 0.0 0.0 0j 0j
878.75 0.0 0.0 0.0 0.0 0j 0j
879.0 0.0 0.0 0.0 0.0 0j 0j
879.25 0.0 0.0 0.0 0.0 0j 0j
879.5 0.0 0.0 0.0 0.0 0j 0j
879.75 0.0 0.0 0.0 0.0 0j 0j
880.0 0.0 0.0 0.0 0.0 0j 0j
880.25 0.0 0.0 0.0 0.0 0j 0j
880.5 0.0 0.0 0.0 0.0 0j 0j
880.75 0.0 0.0 0.0 0.0 0j 0j
881.0 0.0 0.0 0.0 0.0 0j 0j
881.25 0.0 0.0 0.0 0.0 0j 0j
881.5 0.0 0.0 0.0 0.0 0j 0j
881.75 0.0 0.0 0.0 0.0 0j 0j
882.0 0.0 0.0 0.0 0.0 0j 0j
882.25 0.0 0.0 0.0 0.0 0j 0j
882.5 0.0 0.0 0.0 0.0 0j 0j
882.75 0.0 0.0 0.0 0.0 0j 0j
883.0 0.0 0.0 0.0 0.0 0j 0j
883.25 0.0 0.0 0.0 0.0 0j 0j
883.5 0.0 0.0 0.0 0.0 0j 0j
883.75 0.0 0.0 0.0 0.0 0j 0j
884.0 0.0 0.0 0.0 0.0 0j 0j
884.25 0.0 0.0 0.0 0.0 0j 0j
884.5 0.0 0.0 0.0 0.0 0j 0j
884.75 0.0 0.0 0.0 0.0 0j 0j
885.0 0.0 0.0 0.0 0.0 0j 0j
885.25 0.0 0.0 0.0 0.0 0j 0j
885.5 0.0 0.0 0.0 0.0 0j 0j
885.75 0.0 0.0 0.0 0.0 0j 0j
886.0 0.0 0.0 0.0 0.0 0j 0j
886.25 0.0 0.0 0.0 0.0 0j 0j
886.5 0.0 0.0 0.0 0.0 0j 0j
886.75 0.0 0.0 0.0 0.0 0j 0j
887.0 0.0 0.0 0.0 0.0 0j 0j
887.25 0.0 0.0 0.0 0.0 0j 0j
887.5 0.0 0.0 0.0 0.0 0j 0j
887.75 0.0 0.0 0.0 0.0 0j 0j
888.0 0.0 0.0 0.0 0.0 0j 0j
888.25 0.0 0.0 0.0 0.0 0j 0j
888.5 0.0 0.0 0.0 0.0 0j 0j
888.75 0.0 0.0 0.0 0.0 0j 0j
889.0 0.0 0.0 0.0 0.0 0j 0j
889.25 0.0 0.0 0.0 0.0 0j 0j
889.5 0.0 0.0 0.0 0.0 0j 0j
889.75 0.0 0.0 0.0 0.0 0j 0j
890.0 0.0 0.0 0.0 0.0 0j 0j
890.25 0.0 0.0 0.0 0.0 0j 0j
890.5 0.0 0.0 0.0 0.0 0j 0j
890.75 0.0 0.0 0.0 0.0 0j 0j
891.0 0.0 0.0 0.0 0.0 0j 0j
891.25 0.0 0.0 0.0 0.0 0j 0j
891.5 0.0 0.0 0.0 0.0 0j 0j
891.75 0.0 0.0 0.0 0.0 0j 0j
892.0 0.0 0.0 0.0 0.0 0j 0j
892.25 0.0 0.0 0.0 0.0 0j 0j
892.5 0.0 0.0 0.0 0.0 0j 0j
892.75 0.0 0.0 0.0 0.0 0j 0j
893.0 0.0 0.0 0.0 0.0 0j 0j
893.25 0.0 0.0 0.0 0.0 0j 0j
893.5 0.0 0.0 0.0 0.0 0j 0j
893.75 0.0 0.0 0.0 0.0 0j 0j
894.0 0.0 0.0 0.0 0.0 0j 0j
894.25 0.0 0.0 0.0 0.0 0j 0j
894.5 0.0 0.0 0.0 0.0 0j 0j
894.75 0.0 0.0 0.0 0.0 0j 0j
895.0 0.0 0.0 0.0 0.0 0j 0j
895.25 0.0 0.0 0.0 0.0 0j 0j
895.5 0.0 0.0 0.0 0.0 0j 0j
895.75 0.0 0.0 0.0 0.0 0j 0j
896.0 0.0 0.0 0.0 0.0 0j 0j
896.25 0.0 0.0 0.0 0.0 0j 0j
896.5 0.0 0.0 0.0 0.0 0j 0j
896.75 0.0 0.0 0.0 0.0 0j 0j
897.0 0.0 0.0 0.0 0.0 0j 0j
897.25 0.0 0.0 0.0 0.0 0j 0j
897.5 0.0 0.0 0.0 0.0 0j 0j
897.75 0.0 0.0 0.0 0.0 0j 0j
898.0 0.0 0.0 0.0 0.0 0j 0j
898.25 0.0 0.0 0.0 0.0 0j 0j
898.5 0.0 0.0 0.0 0.0 0j 0j
898.75 0.0 0.0 0.0 0.0 0j 0j
899.0 0.0 0.0 0.0 0.0 0j 0j
899.25 0.0 0.0 0.0 0.0 0j 0j
899.5 0.0 0.0 0.0 0.0 0j 0j
899.75 0.0 0.0 0.0 0.0 0j 0j
900.0 0.0 0.0 0.0 0.0 0j 0j
900.25 0.0 0.0 0.0 0.0 0j 0j
900.5 0.0 0.0 0.0 0.0 0j 0j
900.75 0.0 0.0 0.0 0.0 0j 0j
901.0 0.0 0.0 0.0 0.0 0j 0j
901.25 0.0 0.0 0.0 0.0 0j 0j
901.5 0.0 0.0 0.0 0.0 0j 0j
901.75 0.0 0.0 0.0 0.0 0j 0j
902.0 0.0 0.0 0.0 0.0 0j 0j
902.25 0.0 0.0 0.0 0.0 0j 0j
902.5 0.0 0.0 0.0 0.0 0j 0j
902.75 0.0 0.0 0.0 0.0 0j 0j
903.0 0.0 0.0 0.0 0.0 0j 0j
903.25 0.0 0.0 0.0 0.0 0j 0j
903.5 0.0 0.0 0.0 0.0 0j 0j
903.75 0.0 0.0 0.0 0.0 0j 0j
904.0 0.0 0.0 0.0 0.0 0j 0j
904.25 0.0 0.0 0.0 0.0 0j 0j
904.5 0.0 0.0 0.0 0.0 0j 0j
904.75 0.0 0.0 0.0 0.0 0j 0j
905.0 0.0 0.0 0.0 0.0 0j 0j
905.25 0.0 0.0 0.0 0.0 0j 0j
905.5 0.0 0.0 0.0 0.0 0j 0j
905.75 0.0 0.0 0.0 0.0 0j 0j
906.0 0.0 0.0 0.0 0.0 0j 0j
906.25 0.0 0.0 0.0 0.0 0j 0j
906.5 0.0 0.0 0.0 0.0 0j 0j
906.75 0.0 0.0 0.0 0.0 0j 0j
907.0 0.0 0.0 0.0 0.0 0j 0j
907.25 0.0 0.0 0.0 0.0 0j 0j
907.5 0.0 0.0 0.0 0.0 0j 0j
907.75 0.0 0.0 0.0 0.0 0j 0j
908.0 0.0 0.0 0.0 0.0 0j 0j
908.25 0.0 0.0 0.0 0.0 0j 0j
908.5 0.0 0.0 0.0 0.0 0j 0j
908.75 0.0 0.0 0.0 0.0 0j 0j
909.0 0.0 0.0 0.0 0.0 0j 0j
909.25 0.0 0.0 0.0 0.0 0j 0j
909.5 0.0 0.0 0.0 0.0 0j 0j
909.75 0.0 0.0 0.0 0.0 0j 0j
910.0 0.0 0.0 0.0 0.0 0j 0j
910.25 0.0 0.0 0.0 0.0 0j 0j
910.5 0.0 0.0 0.0 0.0 0j 0j
910.75 0.0 0.0 0.0 0.0 0j 0j
911.0 0.0 0.0 0.0 0.0 0j 0j
911.25 0.0 0.0 0.0 0.0 0j 0j
911.5 0.0 0.0 0.0 0.0 0j 0j
911.75 0.0 0.0 0.0 0.0 0j 0j
912.0 0.0 0.0 0.0 0.0 0j 0j
912.25 0.0 0.0 0.0 0.0 0j 0j
912.5 0.0 0.0 0.0 0.0 0j 0j
912.75 0.0 0.0 0.0 0.0 0j 0j
913.0 0.0 0.0 0.0 0.0 0j 0j
913.25 0.0 0.0 0.0 0.0 0j 0j
913.5 0.0 0.0 0.0 0.0 0j 0j
913.75 0.0 0.0 0.0 0.0 0j 0j
914.0 0.0 0.0 0.0 0.0 0j 0j
914.25 0.0 0.0 0.0 0.0 0j 0j
914.5 0.0 0.0 0.0 0.0 0j 0j
914.75 0.0 0.0 0.0 0.0 0j 0j
915.0 0.0 0.0 0.0 0.0 0j 0j
915.25 0.0 0.0 0.0 0.0 0j 0j
915.5 0.0 0.0 0.0 0.0 0j 0j
915.75 0.0 0.0 0.0 0.0 0j 0j
916.0 0.0 0.0 0.0 0.0 0j 0j
916.25 0.0 0.0 0.0 0.0 0j 0j
916.5 0.0 0.0 0.0 0.0 0j 0j
916.75 0.0 0.0 0.0 0.0 0j 0j
917.0 0.0 0.0 0.0 0.0 0j 0j
917.25 0.0 0.0 0.0 0.0 0j 0j
917.5 0.0 0.0 0.0 0.0 0j 0j
917.75 0.0 0.0 0.0 0.0 0j 0j
918.0 0.0 0.0 0.0 0.0 0j 0j
918.25 0.0 0.0 0.0 0.0 0j 0j
918.5 0.0 0.0 0.0 0.0 0j 0j
918.75 0.0 0.0 0.0 0.0 0j 0j
919.0 0.0 0.0 0.0 0.0 0j 0j
919.25 0.0 0.0 0.0 0.0 0j 0j
919.5 0.0 0.0 0.0 0.0 0j 0j
919.75 0.0 0.0 0.0 0.0 0j 0j
920.0 0.0 0.0 0.0 0.0 0j 0j
920.25 0.0 0.0 0.0 0.0 0j 0j
920.5 0.0 0.0 0.0 0.0 0j 0j
920.75 0.0 0.0 0.0 0.0 0j 0j
921.0 0.0 0.0 0.0 0.0 0j 0j
921.25 0.0 0.0 0.0 0.0 0j 0j
921.5 0.0 0.0 0.0 0.0 0j 0j
921.75 0.0 0.0 0.0 0.0 0j 0j
922.0 0.0 0.0 0.0 0.0 0j 0j
922.25 0.0 0.0 0.0 0.0 0j 0j
922.5 0.0 0.0 0.0 0.0 0j 0j
922.75 0.0 0.0 0.0 0.0 0j 0j
923.0 0.0 0.0 0.0 0.0 0j 0j
923.25 0.0 0.0 0.0 0.0 0j 0j
923.5 0.0 0.0 0.0 0.0 0j 0j
923.75 0.0 0.0 0.0 0.0 0j 0j
924.0 0.0 0.0 0.0 0.0 0j 0j
924.25 0.0 0.0 0.0 0.0 0j 0j
924.5 0.0 0.0 0.0 0.0 0j 0j
924.75 0.0 0.0 0.0 0.0 0j 0j
925.0 0.0 0.0 0.0 0.0 0j 0j
925.25 0.0 0.0 0.0 0.0 0j 0j
925.5 0.0 0.0 0.0 0.0 0j 0j
925.75 0.0 0.0 0.0 0.0 0j 0j
926.0 0.0 0.0 0.0 0.0 0j 0j
926.25 0.0 0.0 0.0 0.0 0j 0j
926.5 0.0 0.0 0.0 0.0 0j 0j
926.75 0.0 0.0 0.0 0.0 0j 0j
927.0 0.0 0.0 0.0 0.0 0j 0j
927.25 0.0 0.0 0.0 0.0 0j 0j
927.5 0.0 0.0 0.0 0.0 0j 0j
927.75 0.0 0.0 0.0 0.0 0j 0j
928.0 0.0 0.0 0.0 0.0 0j 0j
928.25 0.0 0.0 0.0 0.0 0j 0j
928.5 0.0 0.0 0.0 0.0 0j 0j
928.75 0.0 0.0 0.0 0.0 0j 0j
929.0 0.0 0.0 0.0 0.0 0j 0j
929.25 0.0 0.0 0.0 0.0 0j 0j
929.5 0.0 0.0 0.0 0.0 0j 0j
929.75 0.0 0.0 0.0 0.0 0j 0j
930.0 0.0 0.0 0.0 0.0 0j 0j
930.25 0.0 0.0 0.0 0.0 0j 0j
930.5 0.0 0.0 0.0 0.0 0j 0j
930.75 0.0 0.0 0.0 0.0 0j 0j
931.0 0.0 0.0 0.0 0.0 0j 0j
931.25 0.0 0.0 0.0 0.0 0j 0j
931.5 0.0 0.0 0.0 0.0 0j 0j
931.75 0.0 0.0 0.0 0.0 0j 0j
932.0 0.0 0.0 0.0 0.0 0j 0j
932.25 0.0 0.0 0.0 0.0 0j 0j
932.5 0.0 0.0 0.0 0.0 0j 0j
932.75 0.0 0.0 0.0 0.0 0j 0j
933.0 0.0 0.0 0.0 0.0 0j 0j
933.25 0.0 0.0 0.0 0.0 0j 0j
933.5 0.0 0.0 0.0 0.0 0j 0j
933.75 0.0 0.0 0.0 0.0 0j 0j
934.0 0.0 0.0 0.0 0.0 0j 0j
934.25 0.0 0.0 0.0 0.0 0j 0j
934.5 0.0 0.0 0.0 0.0 0j 0j
934.75 0.0 0.0 0.0 0.0 0j 0j
935.0 0.0 0.0 0.0 0.0 0j 0j
935.25 0.0 0.0 0.0 0.0 0j 0j
935.5 0.0 0.0 0.0 0.0 0j 0j
935.75 0.0 0.0 0.0 0.0 0j 0j
936.0 0.0 0.0 0.0 0.0 0j 0j
936.25 0.0 0.0 0.0 0.0 0j 0j
936.5 0.0 0.0 0.0 0.0 0j 0j
936.75 0.0 0.0 0.0 0.0 0j 0j
937.0 0.0 0.0 0.0 0.0 0j 0j
937.25 0.0 0.0 0.0 0.0 0j 0j
937.5 0.0 0.0 0.0 0.0 0j 0j
937.75 0.0 0.0 0.0 0.0 0j 0j
938.0 0.0 0.0 0.0 0.0 0j 0j
938.25 0.0 0.0 0.0 0.0 0j 0j
938.5 0.0 0.0 0.0 0.0 0j 0j
938.75 0.0 0.0 0.0 0.0 0j 0j
939.0 0.0 0.0 0.0 0.0 0j 0j
939.25 0.0 0.0 0.0 0.0 0j 0j
939.5 0.0 0.0 0.0 0.0 0j 0j
939.75 0.0 0.0 0.0 0.0 0j 0j
940.0 0.0 0.0 0.0 0.0 0j 0j
940.25 0.0 0.0 0.0 0.0 0j 0j
940.5 0.0 0.0 0.0 0.0 0j 0j
940.75 0.0 0.0 0.0 0.0 0j 0j
941.0 0.0 0.0 0.0 0.0 0j 0j
941.25 0.0 0.0 0.0 0.0 0j 0j
941.5 0.0 0.0 0.0 0.0 0j 0j
941.75 0.0 0.0 0.0 0.0 0j 0j
942.0 0.0 0.0 0.0 0.0 0j 0j
942.25 0.0 0.0 0.0 0.0 0j 0j
942.5 0.0 0.0 0.0 0.0 0j 0j
942.75 0.0 0.0 0.0 0.0 0j 0j
943.0 0.0 0.0 0.0 0.0 0j 0j
943.25 0.0 0.0 0.0 0.0 0j 0j
943.5 0.0 0.0 0.0 0.0 0j 0j
943.75 0.0 0.0 0.0 0.0 0j 0j
944.0 0.0 0.0 0.0 0.0 0j 0j
944.25 0.0 0.0 0.0 0.0 0j 0j
944.5 0.0 0.0 0.0 0.0 0j 0j
944.75 0.0 0.0 0.0 0.0 0j 0j
945.0 0.0 0.0 0.0 0.0 0j 0j
945.25 0.0 0.0 0.0 0.0 0j 0j
945.5 0.0 0.0 0.0 0.0 0j 0j
945.75 0.0 0.0 0.0 0.0 0j 0j
946.0 0.0 0.0 0.0 0.0 0j 0j
946.25 0.0 0.0 0.0 0.0 0j 0j
946.5 0.0 0.0 0.0 0.0 0j 0j
946.75 0.0 0.0 0.0 0.0 0j 0j
947.0 0.0 0.0 0.0 0.0 0j 0j
947.25 0.0 0.0 0.0 0.0 0j 0j
947.5 0.0 0.0 0.0 0.0 0j 0j
947.75 0.0 0.0 0.0 0.0 0j 0j
948.0 0.0 0.0 0.0 0.0 0j 0j
948.25 0.0 0.0 0.0 0.0 0j 0j
948.5 0.0 0.0 0.0 0.0 0j 0j
948.75 0.0 0.0 0.0 0.0 0j 0j
949.0 0.0 0.0 0.0 0.0 0j 0j
949.25 0.0 0.0 0.0 0.0 0j 0j
949.5 0.0 0.0 0.0 0.0 0j 0j
949.75 0.0 0.0 0.0 0.0 0j 0j
950.0 0.0 0.0 0.0 0.0 0j 0j
950.25 0.0 0.0 0.0 0.0 0j 0j
950.5 0.0 0.0 0.0 0.0 0j 0j
950.75 0.0 0.0 0.0 0.0 0j 0j
951.0 0.0 0.0 0.0 0.0 0j 0j
951.25 0.0 0.0 0.0 0.0 0j 0j
951.5 0.0 0.0 0.0 0.0 0j 0j
951.75 0.0 0.0 0.0 0.0 0j 0j
952.0 0.0 0.0 0.0 0.0 0j 0j
952.25 0.0 0.0 0.0 0.0 0j 0j
952.5 0.0 0.0 0.0 0.0 0j 0j
952.75 0.0 0.0 0.0 0.0 0j 0j
953.0 0.0 0.0 0.0 0.0 0j 0j
953.25 0.0 0.0 0.0 0.0 0j 0j
953.5 0.0 0.0 0.0 0.0 0j 0j
953.75 0.0 0.0 0.0 0.0 0j 0j
954.0 0.0 0.0 0.0 0.0 0j 0j
954.25 0.0 0.0 0.0 0.0 0j 0j
954.5 0.0 0.0 0.0 0.0 0j 0j
954.75 0.0 0.0 0.0 0.0 0j 0j
955.0 0.0 0.0 0.0 0.0 0j 0j
955.25 0.0 0.0 0.0 0.0 0j 0j
955.5 0.0 0.0 0.0 0.0 0j 0j
955.75 0.0 0.0 0.0 0.0 0j 0j
956.0 0.0 0.0 0.0 0.0 0j 0j
956.25 0.0 0.0 0.0 0.0 0j 0j
956.5 0.0 0.0 0.0 0.0 0j 0j
956.75 0.0 0.0 0.0 0.0 0j 0j
957.0 0.0 0.0 0.0 0.0 0j 0j
957.25 0.0 0.0 0.0 0.0 0j 0j
957.5 0.0 0.0 0.0 0.0 0j 0j
957.75 0.0 0.0 0.0 0.0 0j 0j
958.0 0.0 0.0 0.0 0.0 0j 0j
958.25 0.0 0.0 0.0 0.0 0j 0j
958.5 0.0 0.0 0.0 0.0 0j 0j
958.75 0.0 0.0 0.0 0.0 0j 0j
959.0 0.0 0.0 0.0 0.0 0j 0j
959.25 0.0 0.0 0.0 0.0 0j 0j
959.5 0.0 0.0 0.0 0.0 0j 0j
959.75 0.0 0.0 0.0 0.0 0j 0j
960.0 0.0 0.0 0.0 0.0 0j 0j
960.25 0.0 0.0 0.0 0.0 0j 0j
960.5 0.0 0.0 0.0 0.0 0j 0j
960.75 0.0 0.0 0.0 0.0 0j 0j
961.0 0.0 0.0 0.0 0.0 0j 0j
961.25 0.0 0.0 0.0 0.0 0j 0j
961.5 0.0 0.0 0.0 0.0 0j 0j
961.75 0.0 0.0 0.0 0.0 0j 0j
962.0 0.0 0.0 0.0 0.0 0j 0j
962.25 0.0 0.0 0.0 0.0 0j 0j
962.5 0.0 0.0 0.0 0.0 0j 0j
962.75 0.0 0.0 0.0 0.0 0j 0j
963.0 0.0 0.0 0.0 0.0 0j 0j
963.25 0.0 0.0 0.0 0.0 0j 0j
963.5 0.0 0.0 0.0 0.0 0j 0j
963.75 0.0 0.0 0.0 0.0 0j 0j
964.0 0.0 0.0 0.0 0.0 0j 0j
964.25 0.0 0.0 0.0 0.0 0j 0j
964.5 0.0 0.0 0.0 0.0 0j 0j
964.75 0.0 0.0 0.0 0.0 0j 0j
965.0 0.0 0.0 0.0 0.0 0j 0j
965.25 0.0 0.0 0.0 0.0 0j 0j
965.5 0.0 0.0 0.0 0.0 0j 0j
965.75 0.0 0.0 0.0 0.0 0j 0j
966.0 0.0 0.0 0.0 0.0 0j 0j
966.25 0.0 0.0 0.0 0.0 0j 0j
966.5 0.0 0.0 0.0 0.0 0j 0j
966.75 0.0 0.0 0.0 0.0 0j 0j
967.0 0.0 0.0 0.0 0.0 0j 0j
967.25 0.0 0.0 0.0 0.0 0j 0j
967.5 0.0 0.0 0.0 0.0 0j 0j
967.75 0.0 0.0 0.0 0.0 0j 0j
968.0 0.0 0.0 0.0 0.0 0j 0j
968.25 0.0 0.0 0.0 0.0 0j 0j
968.5 0.0 0.0 0.0 0.0 0j 0j
968.75 0.0 0.0 0.0 0.0 0j 0j
969.0 0.0 0.0 0.0 0.0 0j 0j
969.25 0.0 0.0 0.0 0.0 0j 0j
969.5 0.0 0.0 0.0 0.0 0j 0j
969.75 0.0 0.0 0.0 0.0 0j 0j
970.0 0.0 0.0 0.0 0.0 0j 0j
970.25 0.0 0.0 0.0 0.0 0j 0j
970.5 0.0 0.0 0.0 0.0 0j 0j
970.75 0.0 0.0 0.0 0.0 0j 0j
971.0 0.0 0.0 0.0 0.0 0j 0j
971.25 0.0 0.0 0.0 0.0 0j 0j
971.5 0.0 0.0 0.0 0.0 0j 0j
971.75 0.0 0.0 0.0 0.0 0j 0j
972.0 0.0 0.0 0.0 0.0 0j 0j
972.25 0.0 0.0 0.0 0.0 0j 0j
972.5 0.0 0.0 0.0 0.0 0j 0j
972.75 0.0 0.0 0.0 0.0 0j 0j
973.0 0.0 0.0 0.0 0.0 0j 0j
973.25 0.0 0.0 0.0 0.0 0j 0j
973.5 0.0 0.0 0.0 0.0 0j 0j
973.75 0.0 0.0 0.0 0.0 0j 0j
974.0 0.0 0.0 0.0 0.0 0j 0j
974.25 0.0 0.0 0.0 0.0 0j 0j
974.5 0.0 0.0 0.0 0.0 0j 0j
974.75 0.0 0.0 0.0 0.0 0j 0j
975.0 0.0 0.0 0.0 0.0 0j 0j
975.25 0.0 0.0 0.0 0.0 0j 0j
975.5 0.0 0.0 0.0 0.0 0j 0j
